sep=,
Seed,Name,Perfection,Product_Age,Product_Basevalue
7023,Odd Storage Unit,0.19607,1055,633587
7024,Chewed Pinion,0.15543,705,526096
7025,Advanced Regulator,0.4844,1566,1396196
7026,Odd Gear,0.02073,357,169818
7027,Buzzing Belt,0.28436,733,867114
7028,Chewed Thruster,0.08376,331,336532
7029,Unusual Pistons,0.08042,209,327702
7030,Unusual Seal,0.26626,830,819234
7031,Rusty Circuits,0.04847,262,243203
7032,Repurposed Belt,0.16228,842,544206
7033,Odd Bearing,0.03388,482,204619
7034,Extraordinary Gyroscope,0.44934,2935,1303477
7035,Blackened Gear,0.26399,724,813234
7036,Tarnished Circuits,0.27118,647,832249
7037,Corroded Radiator,0.07312,440,308385
7038,Tarnished Reservoir,0.21489,943,683372
7039,Tarnished Valves,0.03764,221,214557
7040,Repurposed Pump,0.01219,253,147233
7041,Odd Casing,0.02764,253,188108
7042,Pitted Circuits,0.05645,380,264307
7043,Repurposed Reservoir,0.07433,344,311610
7044,Corroded Heat Pipes,0.08321,309,335084
7045,Damaged Reservoir,0.29989,1090,908189
7046,Repurposed Storage Unit,0.03431,224,205746
7047,Unusual Cog,0.15592,1026,527384
7048,Greasy Crank,0.01758,434,161494
7049,Sparking Cog,0.00678,397,132936
7050,Bent Booster,0.04992,278,247024
7051,Damaged Cylinders,0.29504,793,895358
7052,Crusty Compressor,0.01227,266,147462
7053,Intricate Pneumatics,0.8322,1472,2316096
7054,Chewed Inlet,0.08366,428,336266
7055,Chewed Seal,0.17842,787,586910
7056,Fused Sprockets,0.0165,284,158648
7057,Weathered Gear,0.0387,419,217350
7058,Blackened Ballute,0.28979,1087,881469
7059,Unusual Display,0.04951,429,245944
7060,Repurposed Seal,0.00884,496,138381
7061,Water-stained Pinion,0.18383,687,601229
7062,Crusty Heat Pipes,0.00714,346,133897
7063,Corroded Pump,0.01724,221,160603
7064,Fused Plating,0.00091,288,117419
7065,High-tech Accelerometer,0.77404,1798,2162269
7066,Buzzing Pump,0.27977,667,854974
7067,Bent Ballute,0.03787,352,215174
7068,Chewed Cylinders,0.01016,227,141878
7069,Water-stained Bearing,0.03493,265,207376
7070,Well-preserved Pneumatics,0.78051,2964,2179389
7071,Tarnished Display,0.23387,1020,733582
7072,Intact Gyroscope,0.73067,1418,2047568
7073,Water-stained Inlet,0.07259,334,307006
7074,Rusty Thruster,0.02942,346,192821
7075,Rusty Belt,0.0341,343,205181
7076,Dirty Valves,0.06288,442,281319
7077,Well-preserved Accelerometer,0.58165,2721,1653410
7078,Damaged Bearing,0.02002,388,167951
7079,Oily Bearing,0.00437,375,126554
7080,Crusty Chip,0.14484,943,498096
7081,Extraordinary Hydraulics,0.60556,2370,1716672
7082,Unusual Bearing,0.23281,1098,730768
7083,Damaged Connector,0.29404,838,892719
7084,Intricate Pneumatics,0.654,2683,1844787
7085,Damaged Plug,0.16027,814,538915
7086,Tarnished Heat Pipes,0.01549,363,155969
7087,Corroded Radiator,0.28214,767,861233
7088,Repurposed Connector,0.03704,443,212959
7089,Experimental Pneumatics,0.7477,2539,2092618
7090,Bent Sensor,0.05862,215,270039
7091,Intricate Accelerometer,0.91782,2095,2542577
7092,Buzzing Compressor,0.05803,448,268490
7093,Chewed Chip,0.01868,343,164405
7094,Corroded Seal,0.26199,733,807953
7095,Water-stained Valves,0.07906,471,324098
7096,Tarnished Display,0.14177,922,489980
7097,Unusual Cylinders,0.05294,287,255012
7098,Sparking Reservoir,0.01246,236,147947
7099,Tarnished Pistons,0.20708,885,662713
7100,Water-stained Tank,0.07564,249,315055
7101,Extraordinary Gyroscope,0.69936,1551,1964765
7102,Bent Ballute,0.03509,221,207813
7103,Buzzing Sensor,0.03464,339,206609
7104,Sparking Chip,0.08522,469,340395
7105,Weathered Storage Unit,0.01204,351,146852
7106,Water-stained Reservoir,0.15467,855,524078
7107,Humming Gear,0.08092,403,329024
7108,Dirty Radiator,0.05403,211,257915
7109,Tarnished Crank,0.05196,300,252437
7110,Humming Pistons,0.0156,281,156271
7111,Sparking Seal,0.22728,762,716146
7112,Sparking Reservoir,0.31365,1041,944568
7113,Experimental Pneumatics,0.45174,1958,1309809
7114,Damaged Pistons,0.06244,411,280150
7115,Crusty Belting,0.04467,326,233141
7116,Fused Board,0.02796,315,188958
7117,Damaged Reservoir,0.05115,498,250300
7118,Tarnished Actuator,0.0848,355,339299
7119,Tarnished Display,0.05444,453,258988
7120,Tarnished Cylinders,0.00336,443,123875
7121,Rusty Radiator,0.23107,1019,726176
7122,Water-stained Cog,0.04911,463,244881
7123,Corroded Actuator,0.08097,309,329164
7124,Bent Circuits,0.13223,759,464751
7125,Oily Ballute,0.14345,837,494417
7126,Tarnished Connector,0.00577,259,130260
7127,Repurposed Chip,0.01156,326,145581
7128,Tarnished Board,0.31274,619,942185
7129,Fused Pump,0.20625,1023,660526
7130,Pitted Cylinders,0.08181,362,331379
7131,Well-preserved Hydraulics,0.89681,2221,2486999
7132,Oily Casing,0.18092,829,593519
7133,Pitted Compressor,0.06905,202,297637
7134,Intact Processor,0.72271,2606,2026502
7135,Humming Connector,0.27806,957,850452
7136,Sparking Sprockets,0.24301,681,757732
7137,Corroded Chip,0.17767,898,584927
7138,Greasy Cylinders,0.24132,891,753264
7139,Blackened Reservoir,0.29222,903,887896
7140,Blackened Gear,0.0491,348,244876
7141,Bent Inlet,0.15789,911,532599
7142,Rusty Casing,0.02009,359,168127
7143,Repurposed Display,0.01011,263,141753
7144,Chewed Bearing,0.2981,681,903453
7145,Corroded Thruster,0.00207,223,120475
7146,Rusty Plug,0.18741,900,610693
7147,Unusual Tank,0.04675,210,238649
7148,Intricate Processor,0.53179,2989,1521536
7149,Pitted Compressor,0.014,395,152028
7150,Damaged Plug,0.08023,277,327200
7151,Fused Casing,0.18495,975,604170
7152,Humming Inlet,0.07519,401,313862
7153,Damaged Valves,0.15911,794,535847
7154,Weathered Sensor,0.02679,397,185850
7155,Odd Ballute,0.14006,681,485456
7156,Tarnished Reservoir,0.07507,391,313547
7157,Fused Ballute,0.05879,251,270482
7158,Odd Inlet,0.15298,1059,519613
7159,Chewed Valves,0.00682,373,133040
7160,Water-stained Tank,0.14439,1044,496913
7161,Unusual Display,0.27522,885,842933
7162,Rusty Casing,0.07496,305,313276
7163,Water-stained Crank,0.06822,293,295437
7164,Chewed Chip,0.08342,347,335651
7165,Rusty Sprockets,0.06425,492,284933
7166,Water-stained Actuator,0.27288,766,836741
7167,Sparking Connector,0.02402,340,178542
7168,Greasy Bearing,0.05199,293,252512
7169,Damaged Plating,0.06107,251,276519
7170,Bent Compressor,0.08299,342,334505
7171,Damaged Reservoir,0.30978,1006,934337
7172,Repurposed Radiator,0.1901,844,617809
7173,Water-stained Tank,0.07678,234,318087
7174,Oily Compressor,0.0003,432,115788
7175,Pitted Heat Pipes,0.01514,255,155033
7176,Repurposed Sensor,0.18925,1000,615546
7177,Fused Pinion,0.066,452,289567
7178,Damaged Casing,0.02914,417,192067
7179,Intact Accelerometer,0.69477,2012,1952628
7180,Damaged Casing,0.02303,345,175913
7181,Intact Regulator,0.56271,2414,1603334
7182,Blackened Circuits,0.08188,292,331559
7183,Water-stained Pinion,0.03515,446,207977
7184,Unusual Board,0.00907,479,138993
7185,Dirty Reservoir,0.05669,382,264943
7186,Fused Plug,0.06101,260,276362
7187,Crusty Reservoir,0.3243,1084,972740
7188,Dirty Booster,0.15166,740,516122
7189,Blackened Seal,0.03519,339,208070
7190,Blackened Circuits,0.02946,451,192929
7191,Blackened Connector,0.00938,409,139806
7192,Repurposed Plug,0.26925,768,827157
7193,Chewed Sensor,0.05404,348,257941
7194,Well-preserved Gyroscope,0.51247,1794,1470436
7195,Unusual Plug,0.08434,330,338078
7196,Greasy Belt,0.04233,430,226969
7197,Dirty Compressor,0.06646,451,290786
7198,Crusty Compressor,0.03073,377,196283
7199,Crusty Casing,0.13317,1042,467225
7200,Blackened Bearing,0.32444,635,973133
7201,Buzzing Display,0.03801,384,215530
7202,Bent Sensor,0.31249,684,941526
7203,Water-stained Circuits,0.31913,608,959074
7204,Humming Radiator,0.04849,445,243242
7205,Intact Gyroscope,0.9268,1627,2566317
7206,Sparking Plug,0.06496,266,286805
7207,Crusty Gear,0.03714,355,213230
7208,Buzzing Thruster,0.07372,282,309984
7209,Odd Inlet,0.21139,771,674105
7210,Crusty Storage Unit,0.06231,361,279811
7211,Chewed Circuits,0.05381,326,257315
7212,High-tech Torquer,0.69032,1597,1940857
7213,Blackened Actuator,0.06287,365,281298
7214,Odd Storage Unit,0.0396,342,219729
7215,Pitted Crank,0.20818,612,665626
7216,Repurposed Display,0.00276,479,122303
7217,Tarnished Crank,0.30279,958,915856
7218,Bent Pinion,0.0628,437,281089
7219,Weathered Belt,0.06505,273,287056
7220,Pitted Bearing,0.0165,383,158644
7221,Sparking Bearing,0.06848,491,296131
7222,Odd Ballute,0.06039,456,274720
7223,Buzzing Pump,0.15453,815,523718
7224,Rusty Seal,0.02932,370,192541
7225,Sparking Booster,0.01358,277,150907
7226,Water-stained Belt,0.08126,245,329932
7227,Crusty Gear,0.04743,477,240446
7228,Rusty Cog,0.04365,463,230442
7229,Pitted Display,0.03121,255,197561
7230,Intricate Processor,0.8782,2437,2437781
7231,Damaged Crank,0.02087,224,170188
7232,Well-preserved Hydraulics,0.63653,2943,1798582
7233,Unusual Sprockets,0.08366,400,336268
7234,Buzzing Thruster,0.0471,414,239589
7235,Advanced Torquer,0.68291,2406,1921234
7236,Unusual Thruster,0.06959,470,299049
7237,Chewed Sprockets,0.00452,480,126956
7238,Humming Seal,0.07743,416,319803
7239,Repurposed Crank,0.27655,877,846463
7240,Buzzing Casing,0.04732,335,240170
7241,Well-preserved Regulator,0.44146,2222,1282621
7242,Buzzing Ballute,0.01456,386,153516
7243,Buzzing Seal,0.05877,352,270437
7244,Pitted Sprockets,0.00146,218,118854
7245,Humming Inlet,0.0164,423,158383
7246,Odd Belting,0.04478,278,233440
7247,Humming Inlet,0.02554,308,182552
7248,Humming Thruster,0.06719,233,292717
7249,Fused Pistons,0.20389,870,654274
7250,Damaged Cylinders,0.03006,331,194496
7251,Advanced Processor,0.89261,2790,2475883
7252,Greasy Sensor,0.05721,329,266311
7253,Bent Inlet,0.29497,601,895162
7254,Dirty Pistons,0.02808,203,189265
7255,Repurposed Display,0.03136,431,197947
7256,Unusual Sprockets,0.05767,221,267533
7257,Extraordinary Processor,0.58883,2924,1672405
7258,Chewed Casing,0.05801,497,268420
7259,Fused Sprockets,0.02407,261,178660
7260,Oily Gear,0.0232,423,176370
7261,Greasy Tank,0.01458,277,153573
7262,Advanced Regulator,0.75052,2404,2100082
7263,Greasy Plating,0.05164,284,251575
7264,Odd Heat Pipes,0.21506,840,683831
7265,High-tech Gyroscope,0.57547,2655,1637073
7266,High-tech Hydraulics,0.52954,1541,1515599
7267,Intact Gyroscope,0.92959,1829,2573705
7268,Extraordinary Regulator,0.97183,2371,2685409
7269,Unusual Chip,0.03891,430,217913
7270,Blackened Sprockets,0.0064,479,131921
7271,Rusty Heat Pipes,0.0414,256,224505
7272,Buzzing Pinion,0.22939,741,721723
7273,Bent Valves,0.01228,353,147469
7274,Chewed Circuits,0.01475,241,154002
7275,Fused Tank,0.2435,637,759029
7276,Buzzing Plating,0.14161,617,489543
7277,Pitted Belting,0.00942,289,139917
7278,Dirty Thruster,0.0549,346,260197
7279,Fused Valves,0.07737,282,319651
7280,Crusty Inlet,0.32175,995,966017
7281,Dirty Casing,0.0134,452,150434
7282,Water-stained Connector,0.1411,1077,488192
7283,Advanced Regulator,0.45943,1830,1330164
7284,Intact Torquer,0.57058,2387,1624150
7285,Greasy Sensor,0.29406,711,892766
7286,Pitted Circuits,0.15852,943,534284
7287,Crusty Compressor,0.06092,398,276132
7288,Rusty Reservoir,0.26497,915,815826
7289,High-tech Torquer,0.47494,2459,1371178
7290,Fused Chip,0.06241,400,280071
7291,Extraordinary Torquer,0.60743,2207,1721620
7292,Oily Belt,0.31486,658,947784
7293,Crusty Bearing,0.02575,288,183112
7294,Pitted Seal,0.24117,946,752868
7295,Chewed Booster,0.05777,483,267805
7296,Buzzing Actuator,0.30537,1097,922670
7297,Greasy Reservoir,0.16273,885,545415
7298,Chewed Bearing,0.13166,874,463236
7299,Crusty Radiator,0.05293,337,255009
7300,Dirty Reservoir,0.00617,413,131324
7301,Intact Accelerometer,0.52429,2679,1501696
7302,Chewed Pistons,0.07442,267,311838
7303,Oily Chip,0.21582,931,685840
7304,Blackened Sprockets,0.02821,418,189617
7305,Greasy Tank,0.0126,414,148313
7306,Weathered Board,0.06876,467,296878
7307,Water-stained Storage Unit,0.00493,370,128045
7308,Corroded Actuator,0.08458,342,338701
7309,Experimental Pneumatics,0.43797,1567,1273398
7310,Oily Bearing,0.02289,462,175539
7311,Oily Tank,0.00177,281,119689
7312,Fused Booster,0.16445,958,549961
7313,Crusty Pump,0.05262,440,254169
7314,Repurposed Display,0.01814,411,162986
7315,Unusual Connector,0.23053,712,724725
7316,Water-stained Pistons,0.31626,912,951496
7317,Intact Torquer,0.87646,2068,2433167
7318,Experimental Accelerometer,0.92092,2776,2550762
7319,Sparking Sprockets,0.08164,270,330938
7320,Odd Circuits,0.0199,431,167643
7321,High-tech Processor,0.45362,2534,1314781
7322,Greasy Ballute,0.04539,480,235050
7323,Sparking Storage Unit,0.04157,271,224944
7324,Repurposed Pinion,0.04271,375,227972
7325,Buzzing Heat Pipes,0.28774,635,876058
7326,Unusual Compressor,0.0066,204,132467
7327,Unusual Actuator,0.30211,809,914064
7328,Well-preserved Hydraulics,0.82001,1984,2283872
7329,Intact Accelerometer,0.69112,2569,1942966
7330,Dirty Belting,0.04056,210,222290
7331,Intricate Regulator,0.84135,2074,2340307
7332,Greasy Connector,0.3065,640,925664
7333,Tarnished Seal,0.01316,269,149801
7334,Dirty Cylinders,0.14957,833,510608
7335,Greasy Valves,0.29909,693,906060
7336,Pitted Tank,0.23031,688,724152
7337,Sparking Board,0.20832,793,666001
7338,Corroded Crank,0.14941,903,510186
7339,Unusual Pistons,0.01609,478,157563
7340,Bent Actuator,0.05054,387,248671
7341,Damaged Chip,0.02166,270,172291
7342,Greasy Casing,0.0749,377,313096
7343,Greasy Seal,0.06994,477,299991
7344,Tarnished Pump,0.019,447,165248
7345,Experimental Accelerometer,0.53595,2563,1532541
7346,Humming Casing,0.28917,812,879824
7347,Intricate Torquer,0.61514,2170,1742007
7348,Experimental Regulator,0.84179,2004,2341462
7349,Extraordinary Gyroscope,0.57606,1897,1638639
7350,Bent Casing,0.03277,255,201664
7351,Blackened Cylinders,0.06312,298,281942
7352,Intricate Pneumatics,0.56297,2532,1604022
7353,Crusty Sensor,0.17614,878,580875
7354,Repurposed Seal,0.05259,286,254087
7355,Weathered Pistons,0.07964,317,325654
7356,Dirty Circuits,0.01227,427,147448
7357,Well-preserved Accelerometer,0.77617,1417,2167916
7358,Crusty Pinion,0.27713,1007,847980
7359,Greasy Connector,0.08429,266,337933
7360,Fused Plug,0.00115,484,118049
7361,Odd Connector,0.28423,1037,866769
7362,Buzzing Cog,0.01977,213,167292
7363,Greasy Sprockets,0.18346,1028,600239
7364,Humming Valves,0.01202,216,146795
7365,Sparking Cog,0.01774,387,161921
7366,Damaged Pistons,0.19526,983,631452
7367,Crusty Seal,0.23046,902,724540
7368,Oily Thruster,0.30347,925,917645
7369,Oily Bearing,0.05838,278,269422
7370,Advanced Hydraulics,0.47862,2733,1380920
7371,Dirty Belting,0.02253,379,174599
7372,Extraordinary Processor,0.76943,2879,2150078
7373,Rusty Gear,0.02702,338,186474
7374,Dirty Display,0.0397,260,220013
7375,Damaged Cylinders,0.01404,286,152130
7376,Humming Reservoir,0.19404,685,628211
7377,Buzzing Casing,0.03035,388,195270
7378,Crusty Cylinders,0.05499,470,260446
7379,Rusty Casing,0.1305,655,460161
7380,Bent Crank,0.25459,876,788373
7381,Weathered Radiator,0.01906,454,165407
7382,Tarnished Cylinders,0.14636,779,502103
7383,Dirty Crank,0.05073,330,249183
7384,Damaged Chip,0.21874,787,693560
7385,Odd Bearing,0.25789,975,797108
7386,Corroded Circuits,0.06247,444,280234
7387,Greasy Valves,0.04715,227,239708
7388,Rusty Crank,0.26109,643,805561
7389,Chewed Storage Unit,0.31989,634,961079
7390,Tarnished Valves,0.03401,334,204951
7391,Intact Hydraulics,0.86305,1940,2397714
7392,Well-preserved Regulator,0.69914,2252,1964186
7393,Buzzing Tank,0.02568,306,182922
7394,Dirty Gear,0.00861,205,137772
7395,Intricate Pneumatics,0.85273,1752,2370396
7396,Dirty Plating,0.03589,459,209930
7397,Blackened Tank,0.22081,689,699026
7398,Weathered Belt,0.05871,283,270294
7399,Humming Sprockets,0.03355,486,203748
7400,Dirty Plug,0.21169,621,674906
7401,Damaged Display,0.04075,314,222771
7402,Tarnished Crank,0.29338,752,890971
7403,Fused Cog,0.18935,856,615816
7404,Humming Plating,0.07367,232,309844
7405,Crusty Pump,0.05249,339,253821
7406,Water-stained Inlet,0.02941,419,192795
7407,Intricate Gyroscope,0.60423,1686,1713149
7408,Humming Plating,0.01949,380,166546
7409,Pitted Pinion,0.04855,236,243414
7410,Chewed Inlet,0.00877,246,138189
7411,Experimental Pneumatics,0.86156,2842,2393752
7412,Weathered Gear,0.08429,252,337933
7413,High-tech Pneumatics,0.60486,2882,1714801
7414,Greasy Sprockets,0.05702,372,265822
7415,Pitted Tank,0.06055,301,275144
7416,Buzzing Casing,0.00179,296,119742
7417,Water-stained Reservoir,0.00937,433,139785
7418,Well-preserved Regulator,0.54664,1583,1560821
7419,Crusty Crank,0.06747,381,293446
7420,Buzzing Ballute,0.191,961,620193
7421,Well-preserved Regulator,0.91363,2877,2531483
7422,Experimental Accelerometer,0.93299,1895,2582695
7423,Bent Booster,0.04474,447,233321
7424,Odd Casing,0.27357,979,838563
7425,Dirty Radiator,0.07814,302,321674
7426,Corroded Belt,0.17392,872,574994
7427,Corroded Bearing,0.05124,344,250528
7428,Odd Inlet,0.05339,389,256221
7429,Sparking Heat Pipes,0.07908,412,324170
7430,Crusty Reservoir,0.00887,466,138453
7431,Pitted Connector,0.01195,484,146620
7432,Damaged Crank,0.14675,830,503131
7433,Intact Regulator,0.99476,2569,2746065
7434,Dirty Connector,0.15695,1006,530114
7435,Well-preserved Torquer,0.55709,2897,1588452
7436,Greasy Cylinders,0.16588,628,553751
7437,Extraordinary Pneumatics,0.97128,2474,2683967
7438,Greasy Board,0.20468,672,656362
7439,Corroded Connector,0.03623,268,210822
7440,Blackened Plug,0.01194,314,146569
7441,Unusual Heat Pipes,0.24673,945,767577
7442,Odd Connector,0.18079,754,593187
7443,Blackened Pump,0.08088,359,328919
7444,Advanced Accelerometer,0.69774,1830,1960478
7445,Sparking Booster,0.00344,359,124104
7446,Odd Thruster,0.02483,208,180667
7447,Water-stained Tank,0.07315,443,308487
7448,Rusty Crank,0.23385,713,733521
7449,Pitted Actuator,0.07655,332,317469
7450,Extraordinary Processor,0.62991,1810,1781077
7451,Water-stained Inlet,0.08367,429,336309
7452,Rusty Booster,0.07232,343,306278
7453,Extraordinary Hydraulics,0.65165,2258,1838568
7454,Sparking Pistons,0.25334,677,785064
7455,Water-stained Valves,0.07911,426,324242
7456,Repurposed Gear,0.03123,455,197612
7457,Weathered Compressor,0.17466,975,576951
7458,Blackened Thruster,0.21063,1025,672089
7459,Well-preserved Processor,0.73458,2234,2057922
7460,Unusual Compressor,0.14982,1042,511272
7461,Dirty Storage Unit,0.00615,466,131273
7462,Tarnished Display,0.04404,418,231472
7463,Buzzing Sensor,0.14955,964,510550
7464,Sparking Heat Pipes,0.3093,632,933065
7465,Intricate Pneumatics,0.76737,2301,2144645
7466,Sparking Ballute,0.18736,1052,610546
7467,Blackened Valves,0.3058,1087,923830
7468,Buzzing Display,0.14577,678,500557
7469,Chewed Bearing,0.07689,265,318356
7470,Corroded Heat Pipes,0.14846,851,507656
7471,Repurposed Pistons,0.16317,888,546578
7472,Greasy Sensor,0.02269,429,175010
7473,Greasy Belt,0.22923,813,721299
7474,Pitted Bearing,0.02391,350,178251
7475,Unusual Reservoir,0.05654,457,264557
7476,Chewed Actuator,0.19286,999,625106
7477,Dirty Radiator,0.01172,237,145999
7478,Bent Thruster,0.04779,359,241391
7479,Dirty Sprockets,0.18283,932,598566
7480,Chewed Valves,0.05945,264,272242
7481,Water-stained Seal,0.04473,271,233316
7482,Humming Booster,0.28685,996,873704
7483,Well-preserved Processor,0.46826,2367,1353525
7484,Repurposed Compressor,0.25852,720,798763
7485,Damaged Pistons,0.07156,322,304284
7486,Repurposed Booster,0.00295,306,122799
7487,Advanced Hydraulics,0.69519,2590,1953730
7488,Crusty Crank,0.04237,394,227065
7489,Intact Accelerometer,0.56049,1678,1597448
7490,Chewed Actuator,0.0228,303,175306
7491,Oily Compressor,0.08528,427,340548
7492,Repurposed Pinion,0.04652,491,238035
7493,Unusual Inlet,0.26761,821,822805
7494,Rusty Thruster,0.00926,369,139501
7495,Fused Booster,0.19673,658,635335
7496,Crusty Reservoir,0.29649,745,899187
7497,Tarnished Sensor,0.13106,987,461635
7498,Weathered Chip,0.02053,379,169309
7499,Blackened Ballute,0.04461,446,232987
7500,Intact Hydraulics,0.5043,2659,1448845
7501,Advanced Hydraulics,0.68949,1980,1938638
7502,Water-stained Thruster,0.03418,273,205403
7503,Water-stained Inlet,0.0836,257,336119
7504,Repurposed Seal,0.04051,218,222146
7505,Damaged Inlet,0.08656,360,343933
7506,Unusual Actuator,0.04648,280,237935
7507,Crusty Valves,0.04885,353,244217
7508,Corroded Crank,0.04142,215,224547
7509,Repurposed Display,0.31063,814,936592
7510,Crusty Belting,0.20777,1073,664525
7511,Sparking Seal,0.15601,905,527629
7512,Chewed Radiator,0.32402,916,972021
7513,Tarnished Display,0.08359,367,336086
7514,Tarnished Belt,0.03605,473,210345
7515,Damaged Heat Pipes,0.1993,722,642123
7516,Weathered Display,0.01721,223,160531
7517,Fused Bearing,0.14027,702,486015
7518,Extraordinary Gyroscope,0.92978,1804,2574199
7519,High-tech Torquer,0.96748,1585,2673900
7520,Weathered Tank,0.20203,689,649354
7521,Greasy Plating,0.30123,773,911723
7522,Buzzing Seal,0.08207,468,332080
7523,Dirty Ballute,0.27998,958,855522
7524,Damaged Pistons,0.05144,385,251048
7525,Blackened Cog,0.02735,307,187348
7526,High-tech Regulator,0.59654,1539,1692806
7527,Damaged Circuits,0.06813,286,295192
7528,Odd Plug,0.02801,460,189095
7529,High-tech Pneumatics,0.92912,2133,2572458
7530,Repurposed Actuator,0.02619,215,184263
7531,Corroded Belt,0.26418,828,813746
7532,Advanced Gyroscope,0.48883,2832,1407908
7533,Weathered Cylinders,0.02001,338,167923
7534,Repurposed Plug,0.02149,259,171841
7535,Corroded Tank,0.02918,273,192192
7536,Repurposed Reservoir,0.04024,420,221424
7537,Tarnished Gear,0.06861,309,296475
7538,Odd Cog,0.03323,289,202899
7539,Corroded Connector,0.24857,1097,772452
7540,Chewed Belting,0.01052,381,142817
7541,Sparking Valves,0.22273,993,704096
7542,Bent Compressor,0.08679,418,344557
7543,Repurposed Radiator,0.04622,259,237242
7544,Greasy Bearing,0.29721,1005,901098
7545,Fused Cog,0.0141,304,152299
7546,Repurposed Pistons,0.32013,939,961715
7547,Humming Crank,0.04607,338,236849
7548,Odd Display,0.02285,472,175432
7549,Unusual Display,0.0859,409,342207
7550,Greasy Connector,0.05975,238,273030
7551,Extraordinary Torquer,0.78916,2517,2202265
7552,Repurposed Pinion,0.01902,200,165313
7553,Buzzing Board,0.00895,217,138660
7554,Weathered Sensor,0.23912,960,747466
7555,Greasy Thruster,0.06137,402,277327
7556,Weathered Tank,0.17419,858,575723
7557,Unusual Pinion,0.28876,925,878749
7558,Corroded Crank,0.0754,322,314422
7559,Buzzing Compressor,0.1685,1078,560658
7560,Tarnished Crank,0.05621,500,263670
7561,Oily Pump,0.28277,909,862904
7562,Intricate Hydraulics,0.77622,2949,2168051
7563,Oily Chip,0.28432,915,867012
7564,Damaged Pump,0.02933,497,192570
7565,Intact Gyroscope,0.89464,1499,2481269
7566,Intact Hydraulics,0.92119,1861,2551482
7567,Dirty Valves,0.06366,449,283365
7568,Intact Accelerometer,0.71091,2362,1995314
7569,Repurposed Bearing,0.00395,371,125448
7570,Greasy Actuator,0.01821,322,163171
7571,Humming Radiator,0.08591,462,342229
7572,Experimental Regulator,0.45653,2293,1322489
7573,Dirty Cylinders,0.283,688,863505
7574,Pitted Casing,0.0531,402,255441
7575,Bent Actuator,0.07099,395,302767
7576,Chewed Heat Pipes,0.05233,332,253408
7577,Crusty Crank,0.02408,402,178685
7578,High-tech Hydraulics,0.73853,2049,2068368
7579,Bent Radiator,0.03729,318,213638
7580,Bent Inlet,0.07452,302,312107
7581,Weathered Cog,0.06084,363,275928
7582,Crusty Heat Pipes,0.23572,689,738450
7583,Advanced Accelerometer,0.59604,2713,1691479
7584,Well-preserved Regulator,0.54401,2206,1553855
7585,Bent Pistons,0.04859,453,243511
7586,Advanced Hydraulics,0.951,1663,2630330
7587,Damaged Pistons,0.04765,335,241035
7588,Chewed Crank,0.18878,877,614307
7589,Fused Reservoir,0.03706,404,213030
7590,Unusual Tank,0.07544,320,314531
7591,Crusty Booster,0.04859,476,243505
7592,Blackened Ballute,0.15849,710,534183
7593,Weathered Reservoir,0.05355,315,256625
7594,Corroded Thruster,0.28909,822,879632
7595,Advanced Regulator,0.55454,1801,1581711
7596,Unusual Inlet,0.31807,698,956281
7597,Bent Thruster,0.02443,282,179603
7598,Damaged Gear,0.02316,400,176259
7599,Intact Processor,0.63478,2580,1793954
7600,Pitted Cog,0.21302,784,678413
7601,Humming Gear,0.00504,249,128338
7602,Unusual Ballute,0.30766,915,928725
7603,Crusty Sprockets,0.30709,826,927231
7604,Pitted Connector,0.21347,803,679614
7605,Bent Ballute,0.02492,372,180908
7606,Oily Bearing,0.16197,825,543404
7607,Damaged Plating,0.3022,1056,914305
7608,Dirty Chip,0.04097,391,223361
7609,Rusty Cog,0.24981,1067,775741
7610,Blackened Chip,0.22785,644,717643
7611,Sparking Cylinders,0.01431,345,152852
7612,Fused Valves,0.01631,382,158144
7613,Experimental Pneumatics,0.4734,2985,1367101
7614,Unusual Tank,0.19183,976,622383
7615,Water-stained Heat Pipes,0.07848,456,322569
7616,Experimental Gyroscope,0.53509,1973,1530268
7617,Advanced Pneumatics,0.85149,2883,2367120
7618,Oily Circuits,0.03945,401,219352
7619,Weathered Bearing,0.15702,967,530299
7620,Weathered Connector,0.01321,337,149948
7621,Humming Radiator,0.07854,241,322740
7622,Damaged Sensor,0.27047,994,830369
7623,Sparking Seal,0.16454,1050,550186
7624,Tarnished Plug,0.14702,650,503866
7625,Bent Display,0.06218,333,279458
7626,Odd Compressor,0.29956,943,907306
7627,Sparking Crank,0.01725,489,160617
7628,Repurposed Connector,0.13473,858,471352
7629,Experimental Processor,0.522,2350,1495660
7630,Tarnished Thruster,0.06972,236,299395
7631,Experimental Hydraulics,0.67449,2051,1898966
7632,Rusty Storage Unit,0.06993,317,299951
7633,Corroded Pump,0.01195,352,146611
7634,Damaged Valves,0.29281,697,889472
7635,Fused Plating,0.08072,280,328511
7636,Chewed Compressor,0.06105,211,276468
7637,Blackened Cylinders,0.3256,967,976194
7638,Chewed Circuits,0.04931,425,245423
7639,Sparking Cog,0.03402,369,204992
7640,Rusty Sensor,0.02142,390,171642
7641,Buzzing Pistons,0.05148,458,251166
7642,Bent Ballute,0.01627,462,158036
7643,Water-stained Belting,0.01059,290,143018
7644,Dirty Casing,0.08523,313,340416
7645,Greasy Pistons,0.05785,257,268000
7646,Oily Radiator,0.07597,470,315944
7647,Buzzing Connector,0.0032,389,123470
